Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,To Grade,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Common Stock,Revenue,Earnings
2012-06-21,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-22,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-27,,,,,,,,3.411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-27,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-05,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-16,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-24,,,,,,,,4.428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-26,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-26,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-19,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-16,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-28,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-29,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,,,,,,,,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-19,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-03,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-05,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-30,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-10,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,,,,,,,,4.142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-19,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-20,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-24,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-26,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-03,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-04,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-07,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-28,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-30,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-02,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-10,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-09,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-10,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-26,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-09,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,,,,,,,,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,,,,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,,,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,4.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,4.642857142857143,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,4.181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-16,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,,,,,,,,4.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,,,,,,4.0,1884000000.0,40584000000.0,10177000000.0,74347000000.0,2590000000.0,84524000000.0,18000000.0,33990000000.0,6417000000.0,18221000000.0,-227000000.0,2135000000.0,8079000000.0,3760000000.0,-227000000.0,13721000000.0,48563000000.0,,54242000000.0,33632000000.0,5832000000.0,380000000.0,,40653000000.0,15934000000.0
2018-02-01,,,,,,,,4.0,1884000000.0,40584000000.0,10177000000.0,74347000000.0,2590000000.0,84524000000.0,18000000.0,33990000000.0,6417000000.0,18221000000.0,-227000000.0,2135000000.0,8079000000.0,3760000000.0,-227000000.0,13721000000.0,48563000000.0,,54242000000.0,33632000000.0,5832000000.0,380000000.0,,40653000000.0,15934000000.0
2018-02-02,,,,,,,,5.0,1884000000.0,40584000000.0,10177000000.0,74347000000.0,2590000000.0,84524000000.0,18000000.0,33990000000.0,6417000000.0,18221000000.0,-227000000.0,2135000000.0,8079000000.0,3760000000.0,-227000000.0,13721000000.0,48563000000.0,,54242000000.0,33632000000.0,5832000000.0,380000000.0,,40653000000.0,15934000000.0
2018-03-22,,,,,,,,3.0,1884000000.0,40584000000.0,10177000000.0,74347000000.0,2590000000.0,84524000000.0,18000000.0,33990000000.0,6417000000.0,18221000000.0,-227000000.0,2135000000.0,8079000000.0,3760000000.0,-227000000.0,13721000000.0,48563000000.0,,54242000000.0,33632000000.0,5832000000.0,380000000.0,,40653000000.0,15934000000.0
2018-03-26,,,,,,,,4.0,1884000000.0,40584000000.0,10177000000.0,74347000000.0,2590000000.0,84524000000.0,18000000.0,33990000000.0,6417000000.0,18221000000.0,-227000000.0,2135000000.0,8079000000.0,3760000000.0,-227000000.0,13721000000.0,48563000000.0,,54242000000.0,33632000000.0,5832000000.0,380000000.0,,40653000000.0,15934000000.0
2018-03-27,,,,,,,,5.0,1884000000.0,40584000000.0,10177000000.0,74347000000.0,2590000000.0,84524000000.0,18000000.0,33990000000.0,6417000000.0,18221000000.0,-227000000.0,2135000000.0,8079000000.0,3760000000.0,-227000000.0,13721000000.0,48563000000.0,,54242000000.0,33632000000.0,5832000000.0,380000000.0,,40653000000.0,15934000000.0
